Gene ID	source_id	Gene Type	Input ID	Gene Name or Symbol	gene_source_id	EC numbers	Curated GO Process IDs	Curated GO Function IDs	Curated GO Component IDs	Genomic Sequence ID	
TGME49_203110	TGME49_203110-t26_1	protein coding gene	20.m03767	N/A	TGME49_203110	2.3.3.1 (Citrate (Si)-synthase)	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203120	TGME49_203120-t26_1	protein coding gene	20.m03768	N/A	TGME49_203120	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203135	TGME49_203135-t26_1	protein coding gene	20.m03983	N/A	TGME49_203135	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203150	TGME49_203150-t26_1	protein coding gene	20.m03773	N/A	TGME49_203150	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203160	TGME49_203160-t26_1	protein coding gene	20.m03774	N/A	TGME49_203160	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203170	TGME49_203170-t26_1	protein coding gene	20.m00342	N/A	TGME49_203170	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203180	TGME49_203180-t26_1	protein coding gene	20.m03776	N/A	TGME49_203180	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203200	TGME49_203200-t26_1	protein coding gene	20.m05970	N/A	TGME49_203200	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203220	TGME49_203220-t26_1	protein coding gene	20.m03778	N/A	TGME49_203220	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203230	TGME49_203230-t26_1	protein coding gene	20.m03779	N/A	TGME49_203230	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203240	TGME49_203240-t26_1	protein coding gene	20.m03780	N/A	TGME49_203240	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203250	TGME49_203250-t26_1	protein coding gene	20.m05972	N/A	TGME49_203250	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203260	TGME49_203260-t26_1	protein coding gene	20.m03781	N/A	TGME49_203260	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203270	TGME49_203270-t26_1	protein coding gene	20.m03783	N/A	TGME49_203270	3.4.21.92 (Endopeptidase Clp)	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203280	TGME49_203280-t26_1	protein coding gene	20.m07361	N/A	TGME49_203280	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203290	TGME49_203290-t26_1	protein coding gene	20.m03784	N/A	TGME49_203290	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203300	TGME49_203300-t26_1	protein coding gene	20.m08224	N/A	TGME49_203300	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203310	TGME49_203310-t26_1	protein coding gene	20.m00005	GRA7	TGME49_203310	N/A	N/A	N/A	GO:0045177;GO:0020003	TGME49_chrVIIa	
TGME49_203320	TGME49_203320-t26_1	protein coding gene	20.m03787	N/A	TGME49_203320	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203330	TGME49_203330-t26_1	protein coding gene	20.m03788	N/A	TGME49_203330	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203340	TGME49_203340-t26_1	protein coding gene	20.m03789	N/A	TGME49_203340	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203350	TGME49_203350-t26_1	protein coding gene	20.m03790	N/A	TGME49_203350	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203358	TGME49_203358-t26_1	protein coding gene	20.m03791	N/A	TGME49_203358	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203362	TGME49_203362-t26_1	protein coding gene	20.m03791	N/A	TGME49_203362	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203370	TGME49_203370-t26_1	protein coding gene	20.m03792	N/A	TGME49_203370	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203380	TGME49_203380-t26_1	protein coding gene	20.m03793	N/A	TGME49_203380	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203390	TGME49_203390-t26_1	protein coding gene	20.m03794	N/A	TGME49_203390	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203400	TGME49_203400-t26_1	protein coding gene	20.m03795	N/A	TGME49_203400	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203420	TGME49_203420-t26_1	protein coding gene	20.m03796	N/A	TGME49_203420	2.7.8.7 (Holo-[acyl-carrier-protein] synthase)	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203430	TGME49_203430-t26_1	protein coding gene	20.m03797	N/A	TGME49_203430	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203440	TGME49_203440-t26_1	protein coding gene	20.m03797	APC10	TGME49_203440	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203450	TGME49_203450-t26_1	protein coding gene	20.m03798	N/A	TGME49_203450	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203460	TGME49_203460-t26_1	protein coding gene	20.m03799	N/A	TGME49_203460	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203470	TGME49_203470-t26_1	protein coding gene	20.m07347	N/A	TGME49_203470	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203480	TGME49_203480-t26_1	protein coding gene	20.m03800	N/A	TGME49_203480	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203490	TGME49_203490-t26_1	protein coding gene	20.m00340	N/A	TGME49_203490	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203500	TGME49_203500-t26_1	protein coding gene	20.m03802	N/A	TGME49_203500	1.4.1.1 (Alanine dehydrogenase)	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203510	TGME49_203510-t26_1	protein coding gene	20.m03803	N/A	TGME49_203510	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203520	TGME49_203520-t26_1	protein coding gene	20.m03804	N/A	TGME49_203520	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203540	TGME49_203540-t26_1	protein coding gene	20.m03806	N/A	TGME49_203540	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203560	TGME49_203560-t26_1	protein coding gene	20.m05980	N/A	TGME49_203560	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203570	TGME49_203570-t26_1	protein coding gene	20.m03807	N/A	TGME49_203570	2.3.1.15 (Glycerol-3-phosphate 1-O-acyltransferase)	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203580	TGME49_203580-t26_1	protein coding gene	20.m03807	N/A	TGME49_203580	1.2.1.- (With NAD(+) or NADP(+) as acceptor.)	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203590	TGME49_203590-t26_1	protein coding gene	20.m03808	N/A	TGME49_203590	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203600	TGME49_203600-t26_1	protein coding gene	20.m03809	N/A	TGME49_203600	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203610	TGME49_203610-t26_1	protein coding gene	20.m00338	N/A	TGME49_203610	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203620	TGME49_203620-t26_1	protein coding gene	20.m03811	N/A	TGME49_203620	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203630	TGME49_203630-t26_1	protein coding gene	20.m03812	RPL44	TGME49_203630	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203665	TGME49_203665-t26_1	protein coding gene	20.m07346, 20.m03814, 20.m03813, 20.m07363, 20.m03815	N/A	TGME49_203665	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203690	TGME49_203690-t26_1	protein coding gene	20.m03816	AP2VIIA5	TGME49_203690	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203700	TGME49_203700-t26_1	protein coding gene	20.m05977	N/A	TGME49_203700	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203710	TGME49_203710-t26_1	protein coding gene	20.m03817	AP2VIIA4	TGME49_203710	N/A	N/A	N/A	GO:0005634	TGME49_chrVIIa	
TGME49_203720	TGME49_203720-t26_1	protein coding gene	20.m00337	N/A	TGME49_203720	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203730	TGME49_203730-t26_1	protein coding gene	20.m05984	N/A	TGME49_203730	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203740	TGME49_203740-t26_1	protein coding gene	20.m05976	N/A	TGME49_203740	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203750	TGME49_203750-t26_1	protein coding gene	20.m03819	N/A	TGME49_203750	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203760	TGME49_203760-t26_1	protein coding gene	20.m03820	N/A	TGME49_203760	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203770	TGME49_203770-t26_1	protein coding gene	20.m05975	N/A	TGME49_203770	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203780	TGME49_203780-t26_1	protein coding gene	20.m05982	N/A	TGME49_203780	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203790	TGME49_203790-t26_1	protein coding gene	20.m00390	N/A	TGME49_203790	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203800	TGME49_203800-t26_1	protein coding gene	20.m05983	N/A	TGME49_203800	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203810	TGME49_203810-t26_1	protein coding gene	20.m03822	N/A	TGME49_203810	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203820	TGME49_203820-t26_1	protein coding gene	20.m03823	N/A	TGME49_203820	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203830	TGME49_203830-t26_1	protein coding gene	20.m03824	N/A	TGME49_203830	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203840	TGME49_203840-t26_1	protein coding gene	20.m03826	N/A	TGME49_203840	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203860	TGME49_203860-t26_1	protein coding gene	20.m03827	N/A	TGME49_203860	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203870	TGME49_203870-t26_1	protein coding gene	20.m03828	N/A	TGME49_203870	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203880	TGME49_203880-t26_1	protein coding gene	20.m03829	N/A	TGME49_203880	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203890	TGME49_203890-t26_1	protein coding gene	20.m03830	N/A	TGME49_203890	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203900	TGME49_203900-t26_1	protein coding gene	20.m03831, 20.m05952	N/A	TGME49_203900	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203910	TGME49_203910-t26_1	protein coding gene	20.m03832	N/A	TGME49_203910	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203930	TGME49_203930-t26_1	protein coding gene	20.m05981	N/A	TGME49_203930	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203940	TGME49_203940-t26_1	protein coding gene	20.m00358	N/A	TGME49_203940	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203950	TGME49_203950-t26_1	protein coding gene	20.m03835	N/A	TGME49_203950	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203960	TGME49_203960-t26_1	protein coding gene	20.m03836	N/A	TGME49_203960	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203970	TGME49_203970-t26_1	protein coding gene	20.m03837	N/A	TGME49_203970	2.4.99.18 (Dolichyl-diphosphooligosaccharide--protein glycotransferase)	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203980	TGME49_203980-t26_1	protein coding gene	20.m03838	N/A	TGME49_203980	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_203990	TGME49_203990-t26_1	protein coding gene	20.m08222	ROP12	TGME49_203990	N/A	N/A	N/A	GO:0045177	TGME49_chrVIIa	
TGME49_204000	TGME49_204000-t26_1	protein coding gene	20.m03841	N/A	TGME49_204000	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204010	TGME49_204010-t26_1	protein coding gene	20.m05974	N/A	TGME49_204010	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204020	TGME49_204020-t26_1	protein coding gene	20.m00388	RPL8	TGME49_204020	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204040	TGME49_204040-t26_1	protein coding gene	20.m03843	N/A	TGME49_204040	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204050	TGME49_204050-t26_1	protein coding gene	20.m00387	SUB1	TGME49_204050	3.4.21.62 (Subtilisin)	N/A	N/A	GO:0045177	TGME49_chrVIIa	
TGME49_204070	TGME49_204070-t26_1	protein coding gene	20.m03845	N/A	TGME49_204070	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204080	TGME49_204080-t26_1	protein coding gene	20.m03846	N/A	TGME49_204080	3.1.3.2 (Acid phosphatase)	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204090	TGME49_204090-t26_1	protein coding gene	20.m05906	N/A	TGME49_204090	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204100	TGME49_204100-t26_1	protein coding gene	20.m03847	N/A	TGME49_204100	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204110	TGME49_204110-t26_1	protein coding gene	20.m05897	N/A	TGME49_204110	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204120	TGME49_204120-t26_1	protein coding gene	20.m03848	N/A	TGME49_204120	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204130	TGME49_204130-t26_1	protein coding gene	20.m03849	PLP1	TGME49_204130	N/A	N/A	N/A	GO:0045177	TGME49_chrVIIa	
TGME49_204140	TGME49_204140-t26_1	protein coding gene	20.m05907	N/A	TGME49_204140	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204150	TGME49_204150-t26_1	protein coding gene	20.m07364	N/A	TGME49_204150	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204160	TGME49_204160-t26_1	protein coding gene	20.m03851	N/A	TGME49_204160	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204270	TGME49_204270-t26_1	protein coding gene	20.m03852	N/A	TGME49_204270	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204280	TGME49_204280-t26_1	protein coding gene	20.m03853	N/A	TGME49_204280	2.7.11.24 (Mitogen-activated protein kinase);2.7.12.1 (Dual-specificity kinase)	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204290	TGME49_204290-t26_1	protein coding gene	20.m03854	N/A	TGME49_204290	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204300	TGME49_204300-t26_1	protein coding gene	20.m03855	N/A	TGME49_204300	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204310	TGME49_204310-t26_1	protein coding gene	20.m03856	N/A	TGME49_204310	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204320	TGME49_204320-t26_1	protein coding gene	20.m03857	N/A	TGME49_204320	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204330	TGME49_204330-t26_1	protein coding gene	20.m07365	N/A	TGME49_204330	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204340	TGME49_204340-t26_1	protein coding gene	20.m03858	N/A	TGME49_204340	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204350	TGME49_204350-t26_1	protein coding gene	20.m03859	N/A	TGME49_204350	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204360	TGME49_204360-t26_1	protein coding gene	20.m03860	SUB4	TGME49_204360	3.4.21.62 (Subtilisin)	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204370	TGME49_204370-t26_1	protein coding gene	20.m05937	N/A	TGME49_204370	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204380	TGME49_204380-t26_1	protein coding gene	20.m03861	N/A	TGME49_204380	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204390	TGME49_204390-t26_1	protein coding gene	20.m03862	N/A	TGME49_204390	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204400	TGME49_204400-t26_1	protein coding gene	20.m00382	N/A	TGME49_204400	3.6.3.14 (Transferred entry: 7.1.2.2)	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204410	TGME49_204410-t26_1	protein coding gene	20.m03864	N/A	TGME49_204410	3.1.13.4 (Poly(A)-specific ribonuclease)	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204420	TGME49_204420-t26_1	protein coding gene	20.m03865	OWP1	TGME49_204420	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204440	TGME49_204440-t26_1	protein coding gene	20.m05911	N/A	TGME49_204440	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204460	TGME49_204460-t26_1	protein coding gene	20.m03867	N/A	TGME49_204460	4.1.3.4 (Hydroxymethylglutaryl-CoA lyase)	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204468	TGME49_204468-t26_1	protein coding gene	20.m03868	N/A	TGME49_204468	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204472	TGME49_204472-t26_1	protein coding gene	20.m03868	N/A	TGME49_204472	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204480	TGME49_204480-t26_1	protein coding gene	20.m03869	N/A	TGME49_204480	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204490	TGME49_204490-t26_1	protein coding gene	20.m05912	N/A	TGME49_204490	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204500	TGME49_204500-t26_1	protein coding gene	20.m05935	N/A	TGME49_204500	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204510	TGME49_204510-t26_1	protein coding gene	20.m03870	N/A	TGME49_204510	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204520	TGME49_204520-t26_1	protein coding gene	20.m03870	N/A	TGME49_204520	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204530	TGME49_204530-t26_1	protein coding gene	20.m05914	MIC11	TGME49_204530	N/A	N/A	N/A	GO:0045177	TGME49_chrVIIa	
TGME49_204540	TGME49_204540-t26_1	protein coding gene	20.m03872	N/A	TGME49_204540	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204550	TGME49_204550-t26_1	protein coding gene	20.m03873	N/A	TGME49_204550	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204560	TGME49_204560-t26_1	protein coding gene	20.m05990, 20.m05993, 20.m03875, 20.m05992	N/A	TGME49_204560	2.3.1.111 (Mycocerosate synthase);2.3.1.94 (6-deoxyerythronolide-B synthase)	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204870	TGME49_204870-t26_1	protein coding gene	20.m03879	N/A	TGME49_204870	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_204880	TGME49_204880-t26_1	protein coding gene	20.m03880	N/A	TGME49_204880	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205000	TGME49_205000-t26_1	protein coding gene	20.m03881	N/A	TGME49_205000	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205010	TGME49_205010-t26_1	protein coding gene	20.m03882	N/A	TGME49_205010	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205020	TGME49_205020-t26_1	protein coding gene	20.m03884	N/A	TGME49_205020	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205040	TGME49_205040-t26_1	protein coding gene	20.m03885	N/A	TGME49_205040	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205050	TGME49_205050-t26_1	protein coding gene	20.m03886	N/A	TGME49_205050	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205060	TGME49_205060-t26_1	protein coding gene	20.m05916	N/A	TGME49_205060	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205070	TGME49_205070-t26_1	protein coding gene	20.m00381	N/A	TGME49_205070	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205080	TGME49_205080-t26_1	protein coding gene	20.m05917	N/A	TGME49_205080	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205090	TGME49_205090-t26_1	protein coding gene	20.m03887	N/A	TGME49_205090	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205100	TGME49_205100-t26_1	protein coding gene	20.m05918	N/A	TGME49_205100	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205110	TGME49_205110-t26_1	protein coding gene	20.m05919	N/A	TGME49_205110	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205120	TGME49_205120-t26_1	protein coding gene	20.m03888	N/A	TGME49_205120	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205130	TGME49_205130-t26_1	protein coding gene	20.m03889	N/A	TGME49_205130	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205140	TGME49_205140-t26_1	protein coding gene	20.m05930	N/A	TGME49_205140	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205150	TGME49_205150-t26_1	protein coding gene	20.m05928	N/A	TGME49_205150	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205160	TGME49_205160-t26_1	protein coding gene	20.m03890	N/A	TGME49_205160	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205170	TGME49_205170-t26_1	protein coding gene	20.m03891	N/A	TGME49_205170	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205180	TGME49_205180-t26_1	protein coding gene	20.m03892	N/A	TGME49_205180	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205190	TGME49_205190-t26_1	protein coding gene	20.m05927	N/A	TGME49_205190	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205200	TGME49_205200-t26_1	protein coding gene	20.m03893	N/A	TGME49_205200	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205210	TGME49_205210-t26_1	protein coding gene	20.m05926	N/A	TGME49_205210	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205220	TGME49_205220-t26_1	protein coding gene	20.m03894	N/A	TGME49_205220	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205230	TGME49_205230-t26_1	protein coding gene	20.m05904	N/A	TGME49_205230	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205240	TGME49_205240-t26_1	protein coding gene	20.m03895	N/A	TGME49_205240	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205250	TGME49_205250-t26_1	protein coding gene	20.m03896	ROP18	TGME49_205250	2.7.11.18 ([Myosin light-chain] kinase)	N/A	N/A	GO:0045177;GO:0020003	TGME49_chrVIIa	
TGME49_205265	TGME49_205265-t26_1	protein coding gene	20.m03897	N/A	TGME49_205265	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205280	TGME49_205280-t26_1	protein coding gene	20.m03898	N/A	TGME49_205280	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205290	TGME49_205290-t26_1	protein coding gene	20.m03899	N/A	TGME49_205290	3.1.3.16 (Protein-serine/threonine phosphatase)	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205300	TGME49_205300-t26_1	protein coding gene	20.m03900	N/A	TGME49_205300	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205320	TGME49_205320-t26_1	protein coding gene	20.m03901	N/A	TGME49_205320	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205330	TGME49_205330-t26_1	protein coding gene	20.m03902	N/A	TGME49_205330	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205340	TGME49_205340-t26_1	protein coding gene	20.m03903	RPS12	TGME49_205340	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205350	TGME49_205350-t26_1	protein coding gene	20.m00392	N/A	TGME49_205350	2.3.1.- (Transferring groups other than amino-acyl groups.)	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205360	TGME49_205360-t26_1	protein coding gene	20.m03905	N/A	TGME49_205360	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205370	TGME49_205370-t26_1	protein coding gene	20.m03906	N/A	TGME49_205370	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205380	TGME49_205380-t26_1	protein coding gene	20.m03907	N/A	TGME49_205380	3.1.3.11 (Fructose-bisphosphatase)	N/A	N/A	GO:0005737	TGME49_chrVIIa	
TGME49_205390	TGME49_205390-t26_1	protein coding gene	20.m05902	N/A	TGME49_205390	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205398	TGME49_205398-t26_1	protein coding gene	20.m05923	N/A	TGME49_205398	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205402	TGME49_205402-t26_1	protein coding gene	20.m05923	N/A	TGME49_205402	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205410	TGME49_205410-t26_1	protein coding gene	20.m03908	N/A	TGME49_205410	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205420	TGME49_205420-t26_1	protein coding gene	20.m05901	N/A	TGME49_205420	1.2.1.11 (Aspartate-semialdehyde dehydrogenase)	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205430	TGME49_205430-t26_1	protein coding gene	20.m03909	N/A	TGME49_205430	1.3.8.4 (Isovaleryl-CoA dehydrogenase)	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205440	TGME49_205440-t26_1	protein coding gene	20.m03910	N/A	TGME49_205440	2.7.1.150 (1-phosphatidylinositol-3-phosphate 5-kinase)	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205450	TGME49_205450-t26_1	protein coding gene	20.m05922	N/A	TGME49_205450	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205460	TGME49_205460-t26_1	protein coding gene	20.m03911	N/A	TGME49_205460	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205470	TGME49_205470-t26_1	protein coding gene	20.m03912	N/A	TGME49_205470	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205480	TGME49_205480-t26_1	protein coding gene	20.m05899	ISP4	TGME49_205480	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205490	TGME49_205490-t26_1	protein coding gene	20.m03913	N/A	TGME49_205490	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205500	TGME49_205500-t26_1	protein coding gene	20.m03914	N/A	TGME49_205500	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205510	TGME49_205510-t26_1	protein coding gene	20.m00365	N/A	TGME49_205510	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205520	TGME49_205520-t26_1	protein coding gene	20.m05920	N/A	TGME49_205520	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
TGME49_205530	TGME49_205530-t26_1	protein coding gene	20.m05898	N/A	TGME49_205530	N/A	N/A	N/A	N/A	TGME49_chrVIIa	
